"FullDomainName","IPAddress","Make","Model","ClientVersion","OSDescription","LastSyncTime","LastReportedStatusTime"
"pc001120.alkaloidad.local","10.10.40.78","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:57:19","05.3.2025 07:05:36"
"pc001125.alkaloidad.local","10.10.42.1","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","04.3.2025 13:01:49","04.3.2025 13:10:03"
"pc001117.alkaloidad.local","10.10.42.47","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 09:21:25","05.3.2025 10:08:09"
"pc001143.alkaloidad.local","10.10.41.133","Dell Inc.","Latitude 5490","1309.2409.26012.0","Windows 10 Enterprise","04.3.2025 07:41:26","04.3.2025 07:55:24"
"pc001124.alkaloidad.local","10.10.16.48","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:32:32","05.3.2025 06:40:50"
"pc001116.alkaloidad.local","10.10.40.108","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 10:58:58","05.3.2025 11:08:07"
"pc001144.alkaloidad.local","10.10.42.35","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:13:54","05.3.2025 07:22:22"
"pcanf2001.alkaloidad.local","10.10.12.71","Dell Inc.","Latitude E5570","10.0.19041.4717","Windows 10 Enterprise","25.2.2025 13:37:56","25.2.2025 14:09:41"
"pc001063.alkaloidad.local","10.10.12.60","Dell Inc.","OptiPlex SFF 7010","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 02:24:27","05.3.2025 02:32:33"
"pc001151.alkaloidad.local","10.10.55.12","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 05:55:50","05.3.2025 06:04:45"
"pc001149.alkaloidad.local","10.10.40.40","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:31:51","05.3.2025 06:40:11"
"pc001133.alkaloidad.local","10.10.41.182","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:38:54","05.3.2025 06:47:15"
"pc001136.alkaloidad.local","10.10.40.7","Dell Inc.","Latitude E5570","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 05:49:27","05.3.2025 05:58:21"
"pc001156.alkaloidad.local","10.10.41.146","Dell Inc.","OptiPlex Micro 7010","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 10:17:19","05.3.2025 06:23:19"
"pc001157.alkaloidad.local","10.10.55.12","Dell Inc.","Latitude 5400","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 07:00:38","04.3.2025 10:02:38"
"pc001155.alkaloidad.local","10.30.4.16","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:53:14","05.3.2025 07:01:28"
"pc001158.alkaloidad.local","10.10.6.43","Dell Inc.","Latitude 7450","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 02:08:45","05.3.2025 02:16:59"
"pc001159.alkaloidad.local","10.15.55.11","Dell Inc.","Latitude 7350","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:01:46","05.3.2025 07:18:31"
"pc001163.alkaloidad.local","10.10.42.88","Dell Inc.","Latitude 5550","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 08:26:42","05.3.2025 06:47:39"
"pc001162.alkaloidad.local","10.10.82.20","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:19:20","05.3.2025 07:27:38"
"ipcakkf2008.alkaloidad.local","10.10.35.149","Dell Inc.","OptiPlex 7040","10.0.15063.726","Windows 10 Enterprise","28.2.2025 07:06:52","28.2.2025 03:53:01"
"pcauz6117.alkaloidad.local","10.30.4.30","Dell Inc.","Latitude 5580","10.0.19041.4355","Windows 10 Enterprise","05.3.2025 06:39:27","05.3.2025 06:48:18"
"ipcakkf2018.alkaloidad.local","10.10.35.162","Dell Inc.","OptiPlex 7080","10.0.19041.4717","Windows 10 Enterprise","05.3.2025 02:12:57","05.3.2025 02:21:02"
"pcait0078.alkaloidad.local","10.10.64.8","Dell Inc.","Latitude 5520","1309.2409.26012.0","Windows 10 Enterprise","04.3.2025 10:34:48","04.3.2025 10:43:01"
"pc001171.alkaloidad.local","10.10.40.97","Dell Inc.","Latitude 5410","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:32:43","05.3.2025 06:41:02"
"ipcakkf1006.alkaloidad.local","10.10.35.133","Dell Inc.","OptiPlex 7040","10.0.15063.674","Windows 10 Enterprise","05.3.2025 06:42:46","05.3.2025 06:50:48"
"ipcakkf1020.alkaloidad.local","10.10.35.163","Dell Inc.","OptiPlex 7080","10.0.19041.4717","Windows 10 Enterprise","05.3.2025 09:42:49","05.3.2025 09:50:53"
"pc001175.alkaloidad.local","10.10.40.110","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:10:51","05.3.2025 06:25:37"
"pc001177.alkaloidad.local","10.10.41.78","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 01:54:31","05.3.2025 02:02:48"
"pc000841.alkaloidad.local","10.10.40.165","Dell Inc.","Latitude 5500","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 08:22:33","05.3.2025 06:57:31"
"pc001182.alkaloidad.local","10.10.1.80","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:37:55","05.3.2025 06:46:15"
"pc001183.alkaloidad.local","10.10.16.63","Dell Inc.","Latitude 5510","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:02:56","05.3.2025 07:11:49"
"pc001186.alkaloidad.local","10.10.40.225","Dell Inc.","Latitude 7350","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:52:30","05.3.2025 07:00:58"
"pc001188.alkaloidad.local","10.10.42.32","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","28.2.2025 11:07:11","28.2.2025 11:09:09"
"pc001192.alkaloidad.local","10.10.41.11","Dell Inc.","Latitude 5520","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 09:41:55","05.3.2025 09:41:59"
"pc000578.alkaloidad.local","10.10.41.225","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 10:22:12","05.3.2025 10:22:13"
"pcainv1021.alkaloidad.local","10.10.64.74","Dell Inc.","OptiPlex 5070","10.0.19041.2311","Windows 10 Enterprise","05.3.2025 06:21:17","05.3.2025 06:34:56"
"pc001201.alkaloidad.local","10.30.10.204","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:48:11","05.3.2025 06:56:22"
"pc001199.alkaloidad.local","10.10.1.33","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:30:37","05.3.2025 07:39:36"
"pc001185.alkaloidad.local","10.10.1.62","Dell Inc.","Latitude 7350","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:21:46","05.3.2025 07:36:32"
"pc001204.alkaloidad.local","10.10.41.181","Dell Inc.","Latitude 5500","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 08:16:22","05.3.2025 08:20:56"
"srvaitspectro.alkaloidad.local","10.10.63.5","VMware, Inc.","VMware Virtual Platform","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 02:53:01","05.3.2025 03:01:04"
"pc001209.alkaloidad.local","10.10.12.58","Dell Inc.","OptiPlex Micro 7010","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 09:05:45","05.3.2025 09:13:58"
"pc001210.alkaloidad.local","10.10.1.47","Dell Inc.","Latitude 7450","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:07:48","05.3.2025 07:16:07"
"pc000576.alkaloidad.local","10.10.40.72","Dell Inc.","Latitude 5540","1309.2410.10022.0","Windows 10 Enterprise","04.3.2025 13:32:25","04.3.2025 13:40:45"
"pc000279.alkaloidad.local","10.30.4.53","Dell Inc.","Latitude 5520","10.0.19041.3693","Windows 10 Enterprise","24.2.2025 06:27:15","24.2.2025 06:36:10"
"bb4c86.alkaloidad.local","10.10.9.9","Bernecker + Rainer  Industrie-Elektronik","APC910","10.0.14393.1794","Windows 10 Enterprise 2016 LTSB","05.3.2025 11:01:01","05.3.2025 08:39:55"
"pc001220.alkaloidad.local","10.30.17.192","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:08:04","05.3.2025 07:16:28"
"bb4c87.alkaloidad.local","10.10.9.10","Bernecker + Rainer  Industrie-Elektronik","APC910","10.0.14393.1794","Windows 10 Enterprise 2016 LTSB","05.3.2025 11:09:23","05.3.2025 04:38:00"
"bb2c40.alkaloidad.local","10.10.9.19","Bernecker + Rainer  Industrie-Elektronik","APC910","10.0.14393.1794","Windows 10 Enterprise 2016 LTSB","05.3.2025 10:24:41","05.3.2025 06:27:37"
"pc001218.alkaloidad.local","10.10.55.11","Dell Inc.","Latitude 5550","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 07:11:06","05.3.2025 07:19:31"
"pc001225.alkaloidad.local","10.10.113.9","Dell Inc.","OptiPlex 7010","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:09:06","05.3.2025 06:18:07"
"pc001227.alkaloidad.local","10.10.41.9","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:46:59","05.3.2025 06:55:55"
"pc001228.alkaloidad.local","10.10.12.49","Dell Inc.","Latitude 7350","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 10:22:19","05.3.2025 10:22:43"
"pc001232.alkaloidad.local","10.10.41.152","Dell Inc.","Latitude 5580","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:35:32","05.3.2025 02:59:52"
"pc001230.alkaloidad.local","10.10.16.23","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:16:18","05.3.2025 06:24:37"
"pc001234.alkaloidad.local","10.15.55.11","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 03:38:59","05.3.2025 03:58:08"
"pc001236.alkaloidad.local","10.10.16.18","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:32:31","05.3.2025 06:40:53"
"pc001231.alkaloidad.local","10.10.40.112","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:41:05","05.3.2025 06:58:25"
"pc001239.alkaloidad.local","10.10.40.84","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:29:32","05.3.2025 06:38:29"
"pc001238.alkaloidad.local","10.10.1.5","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:23:40","05.3.2025 06:31:53"
"pc001242.alkaloidad.local","10.10.42.67","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:51:21","05.3.2025 06:59:40"
"pc001244.alkaloidad.local","10.10.42.155","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:26:38","05.3.2025 07:34:56"
"pc001245.alkaloidad.local","10.10.41.101","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:43:42","05.3.2025 06:52:30"
"pc001250.alkaloidad.local","10.30.10.58","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:14:52","05.3.2025 06:23:10"
"pc001243.alkaloidad.local","10.10.40.9","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:11:11","05.3.2025 06:19:28"
"pc001249.alkaloidad.local","10.10.12.14","Dell Inc.","OptiPlex Micro 7020","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 03:44:31","05.3.2025 03:52:47"
"pc001251.alkaloidad.local","10.10.41.104","Dell Inc.","Latitude 5550","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 09:03:11","05.3.2025 09:11:37"
"pc001253.alkaloidad.local","10.10.42.61","Dell Inc.","OptiPlex Micro 7020","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:37:58","05.3.2025 06:46:15"
"pc001254.alkaloidad.local","10.10.41.27","Dell Inc.","Latitude 5510","1309.2410.10022.0","Windows 10 Enterprise","06.2.2025 08:23:25","06.2.2025 07:34:24"
"pc001255.alkaloidad.local","10.30.4.52","Dell Inc.","Latitude 5580","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:33:08","05.3.2025 06:42:14"
"pc001256.alkaloidad.local","10.10.41.107","Dell Inc.","Latitude E5570","10.0.19041.5198","Windows 10 Enterprise","07.2.2025 06:38:42","07.2.2025 06:47:50"
"bb245c.alkaloidad.local","10.10.9.8","Bernecker + Rainer  Industrie-Elektronik","APC910","10.0.17763.3532","Windows 10 Enterprise LTSC 2019","04.3.2025 23:09:32","04.3.2025 23:17:38"
"pc001258.alkaloidad.local","10.30.1.70","Dell Inc.","OptiPlex 5060","10.0.19041.4355","Windows 10 Enterprise","05.3.2025 07:44:43","05.3.2025 07:53:30"
"bb4c51.alkaloidad.local","10.10.9.5","Bernecker + Rainer  Industrie-Elektronik","APC910","10.0.17763.3532","Windows 10 Enterprise LTSC 2019","05.3.2025 06:57:20","05.3.2025 07:05:24"
"pc001260.alkaloidad.local","10.10.40.255","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:45:34","05.3.2025 06:54:37"
"bb2c72.alkaloidad.local","10.10.9.15","Bernecker + Rainer  Industrie-Elektronik","APC910","10.0.17763.3532","Windows 10 Enterprise LTSC 2019","05.3.2025 08:58:28","05.3.2025 09:06:32"
"bb214c.alkaloidad.local","10.10.9.14","Bernecker + Rainer  Industrie-Elektronik","APC910","10.0.17763.3532","Windows 10 Enterprise LTSC 2019","05.3.2025 08:28:16","05.3.2025 08:36:21"
"pc001095.alkaloidad.local","10.10.40.158","Dell Inc.","Latitude 5510","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:44:33","05.3.2025 06:50:12"
"pc000337.alkaloidad.local","10.10.40.152","Dell Inc.","Latitude 5530","10.0.19041.3693","Windows 10 Enterprise","05.3.2025 06:13:57","05.3.2025 06:22:43"
"pc001266.alkaloidad.local","10.10.64.19","Dell Inc.","Latitude 5550","1309.2410.30012.0","Windows 10 Enterprise","05.3.2025 06:47:15","05.3.2025 07:01:04"
"pc001267.alkaloidad.local","10.30.17.201","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 08:06:28","05.3.2025 08:06:31"
"pcauz0069.alkaloidad.local","10.10.1.26","Dell Inc.","Latitude 5510","10.0.19041.4355","Windows 10 Enterprise","03.3.2025 09:17:40","03.3.2025 09:26:39"
"pc000097.alkaloidad.local","10.10.40.75","Dell Inc.","Latitude 5500","1309.2410.10022.0","Windows 10 Enterprise","06.2.2025 08:38:34","06.2.2025 06:32:27"
"pc001268.alkaloidad.local","10.10.1.27","Dell Inc.","Latitude 7350","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:16:43","05.3.2025 06:25:01"
"pc001160.alkaloidad.local","10.10.40.185","Dell Inc.","Latitude 5580","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:34:58","05.3.2025 06:43:48"
"pc001269.alkaloidad.local","10.10.40.126","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","04.3.2025 06:30:23","04.3.2025 06:38:44"
"ipcainst1009.alkaloidad.local","10.10.35.246","Dell Inc.","OptiPlex 7050","10.0.15063.726","Windows 10 Enterprise","01.3.2025 23:20:53","01.3.2025 23:29:34"
"pc001270.alkaloidad.local","10.10.41.50","Dell Inc.","Latitude 5510","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:03:34","03.3.2025 06:32:44"
"pc001271.alkaloidad.local","10.30.4.17","Dell Inc.","Latitude 5580","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 09:43:20","05.3.2025 09:51:29"
"pc001061.alkaloidad.local","10.10.12.73","Dell Inc.","OptiPlex SFF 7010","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 10:19:15","05.3.2025 10:27:19"
"srvaitldka2.alkaloidad.local","10.10.50.199","VMware, Inc.","VMware Virtual Platform","7.6.7601.24542","Windows 7 Enterprise Edition","05.3.2025 10:23:05","05.3.2025 10:37:26"
"pclhem0027.alkaloidad.local","10.10.40.95","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:43:43","04.3.2025 06:21:25"
"pc001273.alkaloidad.local","10.30.4.57","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:55:23","05.3.2025 08:03:46"
"pcsrb254.alkaloidad.local","10.10.55.12","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:09:58","05.3.2025 07:22:31"
"pc001272.alkaloidad.local","10.10.40.114","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:44:11","05.3.2025 06:44:15"
"pcanf1046.alkaloidad.local","10.10.42.66","Dell Inc.","Latitude 5520","10.0.19041.4717","Windows 10 Enterprise","04.3.2025 17:04:13","04.3.2025 17:12:36"
"pc001275.alkaloidad.local","10.10.41.231","Dell Inc.","Latitude 5550","1309.2410.10022.0","Windows 10 Enterprise","03.3.2025 12:26:38","12.2.2025 16:28:58"
"pc000342.alkaloidad.local","10.10.55.11","Dell Inc.","Latitude 5530","10.0.19041.4717","Windows 10 Enterprise","01.3.2025 21:31:26","01.3.2025 21:40:21"
"pc000834.alkaloidad.local","10.10.55.12","Dell Inc.","Latitude 5590","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 07:14:20","05.3.2025 07:14:22"
"pcauz9036.alkaloidad.local","10.10.140.2","Dell Inc.","Latitude 7200 2-in-1","1309.2501.23012.0","Windows 10 Enterprise","05.3.2025 11:04:42","01.1.0001 00:00:00"
"pc000639.alkaloidad.local","10.10.64.58","Dell Inc.","Precision 5820 Tower","1309.2501.23012.0","Windows 10 Enterprise","05.3.2025 10:43:40","01.1.0001 00:00:00"
"pcait0368.alkaloidad.local","10.10.40.213","Dell Inc.","Latitude 5500","1309.2410.30012.0","Windows 10 Enterprise","05.3.2025 09:17:22","01.1.0001 00:00:00"
"pcait0011.alkaloidad.local","10.10.64.30","Dell Inc.","Latitude 5520","10.0.19041.4717","Windows 10 Enterprise","05.3.2025 10:50:05","16.12.2024 08:07:02"
"pc000213.alkaloidad.local","10.10.40.28","Dell Inc.","Latitude 5510","1309.2501.23012.0","Windows 10 Enterprise","05.3.2025 10:33:16","01.1.0001 00:00:00"
"pc000888.alkaloidad.local","10.10.64.12","Dell Inc.","Latitude 5490","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 10:31:09","05.3.2025 10:39:20"
"ipcainst1101.alkaloidad.local","10.10.35.182","Dell Inc.","OptiPlex Tower Plus 7010","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 04:29:43","05.3.2025 04:37:45"
"pc001276.alkaloidad.local","10.10.1.35","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 09:02:33","05.3.2025 09:03:08"
"ipcakkf2101.alkaloidad.local","10.10.35.165","Dell Inc.","OptiPlex Tower Plus 7010","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 09:15:01","05.3.2025 09:23:05"
"pc001277.alkaloidad.local","10.10.1.60","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:36:18","05.3.2025 06:44:36"
"pc000118.alkaloidad.local","10.10.42.112","Dell Inc.","Latitude 5580","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 01:53:55","05.3.2025 02:02:06"
"pcait0317.alkaloidad.local","10.10.40.10","Dell Inc.","Latitude 5500","1309.2409.26012.0","Windows 10 Enterprise","05.3.2025 07:14:56","05.3.2025 07:38:02"
"pc000467.alkaloidad.local","10.30.6.24","Dell Inc.","Latitude 5510","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:58:42","05.3.2025 07:11:22"
"pcait0373.alkaloidad.local","10.15.55.10","Dell Inc.","Latitude 5500","1309.2410.30012.0","Windows 10 Enterprise","05.3.2025 04:33:39","05.3.2025 04:42:07"
"pckons0023.alkaloidad.local","10.10.55.11","Dell Inc.","Latitude 7340","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 09:37:16","05.3.2025 10:17:22"
"pckons0021.alkaloidad.local","10.30.2.150","Dell Inc.","Latitude 7330","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 01:47:02","04.3.2025 10:32:19"
"pckons1025.alkaloidad.local","10.30.6.29","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 10:51:00","05.3.2025 02:32:33"
"pckons0038.alkaloidad.local","10.30.2.156","Dell Inc.","Latitude 5450","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 07:00:05","05.3.2025 07:00:07"
"pckons3042.alkaloidad.local","10.30.2.22","Dell Inc.","Latitude 5410","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:25:40","05.3.2025 07:29:53"
"pckons0022.alkaloidad.local","10.30.2.147","Dell Inc.","Latitude 7340","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:05:31","05.3.2025 07:14:43"
"pckons3043.alkaloidad.local","10.30.2.160","Dell Inc.","Latitude 5400","10.0.19041.5438","Windows 10 Enterprise","04.3.2025 07:07:03","04.3.2025 07:16:00"
"pc000134.alkaloidad.local","10.30.2.134","Dell Inc.","Latitude 5420","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:05:14","05.3.2025 07:13:37"
"pckons3039.alkaloidad.local","10.30.2.151","Dell Inc.","Latitude 5400","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 08:27:22","05.3.2025 08:36:12"
"pckons0025.alkaloidad.local","10.30.2.141","Dell Inc.","Latitude 5430","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 02:17:56","05.3.2025 02:26:11"
"pckons3045.alkaloidad.local","10.30.2.136","Dell Inc.","Latitude 5510","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:57:37","05.3.2025 07:07:31"
"pckons0027.alkaloidad.local","10.30.2.157","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:03:03","05.3.2025 07:03:03"
"pcbkas0004.alkaloidad.local","10.30.119.1","Dell Inc.","OptiPlex 7060","10.0.19041.4355","Windows 10 Enterprise","05.3.2025 02:18:44","05.3.2025 02:27:26"
"pckons0028.alkaloidad.local","10.30.2.162","Dell Inc.","Latitude 7340","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 03:31:10","05.3.2025 03:39:28"
"pckons0031.alkaloidad.local","10.30.2.139","Dell Inc.","Latitude 5500","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 07:14:31","05.3.2025 07:23:22"
"pckons3041.alkaloidad.local","10.10.40.53","Dell Inc.","Latitude 5400","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:13:19","05.3.2025 06:15:04"
"pckons3047.alkaloidad.local","10.30.2.144","Dell Inc.","Latitude 5420","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:36:24","05.3.2025 06:43:42"
"pckons3049.alkaloidad.local","10.30.2.143","Dell Inc.","Latitude 5420","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:47:11","05.3.2025 06:56:16"
"pckons2024.alkaloidad.local","10.30.2.135","Dell Inc.","Latitude 7340","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:02:44","05.3.2025 07:11:34"
"pc001033.alkaloidad.local","10.30.2.133","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:11:19","05.3.2025 07:01:01"
"pckons3044.alkaloidad.local","10.10.82.15","Dell Inc.","Latitude 5410","10.0.19041.5438","Windows 10 Enterprise","04.3.2025 09:13:29","04.3.2025 09:22:20"
"pckons3048.alkaloidad.local","10.30.2.153","Dell Inc.","Latitude 5420","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:14:17","05.3.2025 07:15:46"
"pckons3014.alkaloidad.local","10.30.2.155","Dell Inc.","Latitude 5580","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:12:03","05.3.2025 07:26:38"
"pckons0034.alkaloidad.local","10.30.2.132","Dell Inc.","Latitude 5430","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:23:35","05.3.2025 07:31:56"
"pckons0033.alkaloidad.local","10.30.2.165","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:15:01","05.3.2025 07:23:19"
"pckons3034.alkaloidad.local","10.30.2.154","Dell Inc.","Latitude 5400","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:59:57","21.2.2025 08:26:19"
"pckons1024.alkaloidad.local","10.30.2.142","Dell Inc.","Latitude 5400","10.0.19041.5198","Windows 10 Enterprise","03.3.2025 07:46:24","01.3.2025 09:11:33"
"pckons0032.alkaloidad.local","10.30.2.163","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:21:28","05.3.2025 07:29:50"
"pckons0029.alkaloidad.local","10.30.2.166","Dell Inc.","Latitude 5540","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:01:31","05.3.2025 07:01:34"
"pc000577.alkaloidad.local","10.10.41.216","Dell Inc.","Latitude E5570","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 07:00:02","05.3.2025 02:14:55"
"pc001281.alkaloidad.local","10.30.4.58","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","04.3.2025 06:43:53","04.3.2025 06:52:49"
"pc001170.alkaloidad.local","10.30.6.15","Dell Inc.","OptiPlex 5040","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 07:43:21","05.3.2025 07:45:39"
"bb2048.alkaloidad.local","10.10.160.116","Bernecker + Rainer  Industrie-Elektronik","APC910","10.0.17763.3532","Windows 10 Enterprise LTSC 2019","04.3.2025 01:53:02","04.3.2025 02:01:09"
"pckons3050.alkaloidad.local","10.30.2.137","Dell Inc.","Latitude 5530","1309.2501.23012.0","Windows 10 Enterprise","05.3.2025 07:02:10","05.3.2025 07:20:01"
"pcait0333.alkaloidad.local","10.10.84.6","Dell Inc.","Latitude 5500","1308.2409.13022.0","Windows 10 Enterprise","04.3.2025 20:27:16","04.3.2025 20:52:30"
"pcait0431.alkaloidad.local","10.30.6.135","Dell Inc.","Latitude 5510","10.0.19041.5198","Windows 10 Enterprise","28.2.2025 08:14:12","28.2.2025 08:16:44"
"pckons0039.alkaloidad.local","10.30.2.164","Dell Inc.","Latitude 5550","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 07:14:22","05.3.2025 07:17:10"
"pckons3051.alkaloidad.local","10.30.2.148","Dell Inc.","Latitude 5500","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 08:25:05","05.3.2025 08:28:12"
"pckons0037.alkaloidad.local","10.30.2.140","Dell Inc.","Latitude 5450","1309.2410.10022.0","Windows 10 Enterprise","05.3.2025 08:18:16","05.3.2025 08:18:35"
